0,2017-06-14
1,2017-06-15
3,2017-06-16
1,2017-06-17
1,2017-06-18
2,2017-06-19
1,2017-06-21
0,2017-06-20
3,2017-06-22
1,2017-06-23
2,2017-06-24
1,2017-06-25
3,2017-06-26
1,2017-06-27
0,2017-06-28
2,2017-06-29
1,2017-06-30
3,2017-07-01
0,2017-07-02
1,2017-07-03
2,2017-07-04
0,2017-07-05
0,2017-07-06
1,2017-07-07
3,2017-07-08
0,2017-07-09
2,2017-07-10
1,2017-07-11
3,2017-07-12
0,2017-07-13
1,2017-07-14
2,2017-07-15
0,2017-07-16
1,2017-07-17
0,2017-07-18
1,2017-07-19
